Fecha;Lat;Lon
2019-02-27 17:31:00;43.45083;-9.02433
2019-02-27 17:46:00;43.45233;-9.0215
2019-02-27 18:02:00;43.45417;-9.01867
2019-02-27 18:17:00;43.456;-9.0155
2019-02-27 18:32:00;43.45767;-9.01283
2019-02-27 18:47:00;43.45917;-9.00983
2019-02-27 19:03:00;43.46067;-9.007
2019-02-27 19:18:00;43.4625;-9.00417
2019-02-27 19:33:00;43.46433;-9.0015
2019-02-27 19:48:00;43.46633;-8.99917
2019-02-27 20:03:00;43.46817;-8.997
2019-02-27 20:18:00;43.47;-8.99433
2019-02-27 20:33:00;43.472;-8.992
2019-02-27 20:48:00;43.47417;-8.9895
2019-02-27 21:03:00;43.47617;-8.98717
2019-02-27 21:19:00;43.47833;-8.985
2019-02-27 21:34:00;43.48067;-8.98283
2019-02-27 21:49:00;43.483;-8.98083
2019-02-27 22:04:00;43.48567;-8.97917
2019-02-27 22:19:00;43.48833;-8.97767
2019-02-27 22:34:00;43.4915;-8.97667
2019-02-27 22:49:00;43.49467;-8.9755
2019-02-27 23:05:00;43.49817;-8.97417
2019-02-27 23:20:00;43.50133;-8.97283
2019-02-27 23:35:00;43.50467;-8.971
2019-02-27 23:50:00;43.50767;-8.9685
2019-02-28 0:05:00;43.5105;-8.96583
2019-02-28 0:20:00;43.513;-8.963
2019-02-28 0:36:00;43.5145;-8.96017
2019-02-28 0:51:00;43.51583;-8.9575
2019-02-28 1:06:00;43.51733;-8.9545
2019-02-28 1:22:00;43.51883;-8.95183
2019-02-28 1:37:00;43.52067;-8.94867
2019-02-28 1:52:00;43.52233;-8.94633
2019-02-28 2:07:00;43.524;-8.94433
2019-02-28 2:22:00;43.52567;-8.94283
2019-02-28 2:37:00;43.52783;-8.94117
2019-02-28 2:53:00;43.53;-8.93933
2019-02-28 3:09:00;43.53183;-8.9375
2019-02-28 3:24:00;43.53367;-8.93583
2019-02-28 3:39:00;43.53567;-8.93417
2019-02-28 3:54:00;43.53783;-8.93217
2019-02-28 4:10:00;43.53983;-8.93017
2019-02-28 4:25:00;43.54183;-8.92817
2019-02-28 4:40:00;43.54383;-8.92617
2019-02-28 4:55:00;43.54583;-8.92433
2019-02-28 5:10:00;43.5475;-8.922
2019-02-28 5:25:00;43.54933;-8.91967
2019-02-28 5:40:00;43.55083;-8.917
2019-02-28 5:56:00;43.55233;-8.91417
2019-02-28 6:11:00;43.55367;-8.91133
2019-02-28 6:26:00;43.55533;-8.90817
2019-02-28 6:41:00;43.557;-8.90517
2019-02-28 6:57:00;43.55883;-8.90217
2019-02-28 7:12:00;43.5605;-8.899
2019-02-28 7:28:00;43.56233;-8.89567
2019-02-28 7:43:00;43.56417;-8.89217
2019-02-28 7:58:00;43.56633;-8.889
2019-02-28 8:13:00;43.56817;-8.88567
2019-02-28 8:28:00;43.5705;-8.88283
2019-02-28 8:44:00;43.57283;-8.88
2019-02-28 8:59:00;43.57483;-8.8765
2019-02-28 9:14:00;43.57667;-8.873
2019-02-28 9:29:00;43.57817;-8.8695
2019-02-28 9:44:00;43.57983;-8.86617
2019-02-28 10:00:00;43.58167;-8.863
